age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,annual-salary
30-40,Self-emp-inc,100000-150000,Bachelors,>12,Married-civ-spouse,Craft-repair,Husband,White,Male,30-40,>50K
20-30,Private,250000-300000,HS-grad,9-10,Never-married,Sales,Own-child,White,Female,30-40,<=50K
30-40,Private,250000-300000,Some-college,10-11,Divorced,Adm-clerical,Unmarried,White,Male,40-50,<=50K
<20,Private,>300000,10th,<9,Married-spouse-absent,Other-service,Other-relative,White,Male,40-50,<=50K
40-50,Private,<100000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
30-40,Private,100000-150000,Masters,>12,Divorced,Exec-managerial,Not-in-family,White,Female,40-50,<=50K
50-60,Local-gov,250000-300000,Some-college,10-11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,50-60,>50K
40-50,Self-emp-not-inc,100000-150000,HS-grad,9-10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,30-40,<=50K
<20,Private,150000-200000,HS-grad,9-10,Never-married,Other-service,Unmarried,White,Female,40-50,<=50K
50-60,Private,<100000,HS-grad,9-10,Divorced,Adm-clerical,Unmarried,White,Female,40-50,<=50K
40-50,Self-emp-not-inc,200000-250000,HS-grad,9-10,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,40-50,<=50K
60-70,Local-gov,>300000,7th-8th,<9,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
30-40,Private,200000-250000,HS-grad,9-10,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,20-30,<=50K
<20,Private,100000-150000,Some-college,10-11,Never-married,Sales,Own-child,White,Male,<20,<=50K
20-30,Private,250000-300000,Some-college,10-11,Never-married,Adm-clerical,Not-in-family,White,Male,40-50,<=50K
50-60,Private,200000-250000,HS-grad,9-10,Separated,Other-service,Not-in-family,White,Female,40-50,<=50K
30-40,Self-emp-not-inc,150000-200000,Bachelors,>12,Divorced,Other-service,Unmarried,White,Female,40-50,<=50K
20-30,Private,<100000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
50-60,Private,>300000,5th-6th,<9,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
50-60,Private,200000-250000,12th,<9,Separated,Transport-moving,Not-in-family,Black,Male,40-50,<=50K
30-40,?,>300000,Some-college,10-11,Widowed,?,Unmarried,White,Female,40-50,<=50K
20-30,Private,200000-250000,Some-college,10-11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40-50,<=50K
40-50,Private,150000-200000,Some-college,10-11,Never-married,Other-service,Not-in-family,White,Male,40-50,<=50K
30-40,Private,<100000,Bachelors,>12,Married-civ-spouse,Craft-repair,Wife,White,Female,40-50,>50K
40-50,Private,150000-200000,Some-college,10-11,Divorced,Exec-managerial,Not-in-family,White,Female,40-50,>50K
30-40,Private,<100000,7th-8th,<9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40-50,<=50K
40-50,Federal-gov,200000-250000,Some-college,10-11,Divorced,Adm-clerical,Unmarried,Black,Male,40-50,<=50K
50-60,Private,100000-150000,Some-college,10-11,Married-civ-spouse,Other-service,Husband,White,Male,40-50,>50K
40-50,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Priv-house-serv,Husband,White,Male,<20,<=50K
20-30,Private,>300000,Some-college,10-11,Never-married,Other-service,Not-in-family,White,Male,30-40,<=50K
50-60,?,150000-200000,Some-college,10-11,Widowed,?,Not-in-family,White,Female,30-40,<=50K
50-60,Local-gov,<100000,Bachelors,>12,Never-married,Prof-specialty,Not-in-family,Black,Female,40-50,<=50K
20-30,State-gov,200000-250000,Bachelors,>12,Never-married,Adm-clerical,Not-in-family,White,Female,40-50,<=50K
30-40,Self-emp-inc,150000-200000,Assoc-acdm,>12,Married-civ-spouse,Craft-repair,Husband,White,Male,>60,>50K
30-40,Private,150000-200000,Some-college,10-11,Never-married,Craft-repair,Not-in-family,White,Male,40-50,<=50K
30-40,Private,200000-250000,Some-college,10-11,Never-married,Machine-op-inspct,Own-child,White,Male,>60,>50K
30-40,Private,<100000,HS-grad,9-10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40-50,<=50K
30-40,Private,100000-150000,Some-college,10-11,Divorced,Adm-clerical,Not-in-family,White,Female,40-50,<=50K
50-60,Federal-gov,>300000,Bachelors,>12,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,40-50,>50K
40-50,Private,150000-200000,HS-grad,9-10,Divorced,Exec-managerial,Unmarried,White,Female,30-40,<=50K
40-50,Private,150000-200000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
30-40,State-gov,150000-200000,Bachelors,>12,Married-civ-spouse,Adm-clerical,Husband,Other,Male,40-50,>50K
50-60,Private,<100000,9th,<9,Separated,Other-service,Unmarried,Black,Female,40-50,<=50K
40-50,Private,200000-250000,Assoc-acdm,>12,Married-civ-spouse,Protective-serv,Husband,White,Male,>60,<=50K
50-60,Self-emp-not-inc,100000-150000,HS-grad,9-10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40-50,<=50K
50-60,Private,100000-150000,Prof-school,>12,Divorced,Prof-specialty,Unmarried,White,Female,40-50,>50K
20-30,Private,<100000,5th-6th,<9,Never-married,Machine-op-inspct,Unmarried,Other,Female,40-50,<=50K
<20,Local-gov,250000-300000,HS-grad,9-10,Never-married,Protective-serv,Own-child,White,Female,30-40,<=50K
<20,Private,<100000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,30-40,<=50K
20-30,Private,200000-250000,Some-college,10-11,Never-married,Protective-serv,Own-child,White,Male,20-30,<=50K
40-50,Private,150000-200000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,40-50,<=50K
20-30,Private,150000-200000,Assoc-voc,11-12,Never-married,Tech-support,Own-child,Black,Male,40-50,<=50K
50-60,Private,100000-150000,Some-college,10-11,Widowed,Sales,Unmarried,White,Female,20-30,<=50K
20-30,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
50-60,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,>60,>50K
30-40,Self-emp-inc,150000-200000,Prof-school,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50-60,>50K
40-50,Private,>300000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40-50,<=50K
60-70,Private,150000-200000,Some-college,10-11,Widowed,Machine-op-inspct,Not-in-family,White,Female,20-30,<=50K
40-50,Private,150000-200000,7th-8th,<9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40-50,<=50K
30-40,Private,250000-300000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
50-60,Federal-gov,150000-200000,HS-grad,9-10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40-50,>50K
30-40,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
50-60,Self-emp-not-inc,250000-300000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
20-30,Private,100000-150000,Assoc-voc,11-12,Never-married,Craft-repair,Own-child,White,Male,40-50,<=50K
30-40,State-gov,<100000,HS-grad,9-10,Never-married,Other-service,Own-child,White,Female,20-30,<=50K
30-40,Self-emp-not-inc,250000-300000,HS-grad,9-10,Never-married,Exec-managerial,Not-in-family,Black,Male,50-60,<=50K
50-60,Local-gov,200000-250000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
30-40,Private,>300000,Bachelors,>12,Never-married,Adm-clerical,Own-child,White,Female,<20,<=50K
50-60,Private,150000-200000,Preschool,<9,Never-married,Machine-op-inspct,Not-in-family,White,Male,30-40,<=50K
40-50,Private,250000-300000,Bachelors,>12,Married-civ-spouse,Craft-repair,Husband,White,Male,50-60,>50K
20-30,Private,100000-150000,HS-grad,9-10,Never-married,Handlers-cleaners,Unmarried,White,Male,40-50,<=50K
50-60,Local-gov,<100000,HS-grad,9-10,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,>60,>50K
20-30,Private,<100000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
30-40,Private,>300000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,>50K
30-40,Self-emp-not-inc,150000-200000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,50-60,>50K
30-40,Private,<100000,HS-grad,9-10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,40-50,<=50K
30-40,Private,200000-250000,Some-college,10-11,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,>50K
>70,?,250000-300000,Some-college,10-11,Married-civ-spouse,?,Husband,White,Male,20-30,<=50K
40-50,Private,100000-150000,HS-grad,9-10,Divorced,Handlers-cleaners,Unmarried,White,Female,>60,<=50K
40-50,Private,150000-200000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50-60,>50K
30-40,Self-emp-not-inc,200000-250000,Bachelors,>12,Divorced,Prof-specialty,Not-in-family,White,Male,30-40,>50K
40-50,Private,100000-150000,Bachelors,>12,Never-married,Tech-support,Not-in-family,White,Male,30-40,>50K
40-50,Self-emp-not-inc,200000-250000,Preschool,<9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40-50,<=50K
30-40,Private,>300000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40-50,>50K
20-30,Private,>300000,Bachelors,>12,Never-married,Prof-specialty,Not-in-family,White,Male,40-50,>50K
40-50,Private,150000-200000,Bachelors,>12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,>60,>50K
30-40,Private,200000-250000,Some-college,10-11,Never-married,Exec-managerial,Not-in-family,White,Male,40-50,<=50K
<20,Private,<100000,Some-college,10-11,Never-married,Exec-managerial,Not-in-family,White,Female,30-40,<=50K
60-70,Private,100000-150000,9th,<9,Divorced,Adm-clerical,Other-relative,White,Female,20-30,<=50K
40-50,Private,<100000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
50-60,Local-gov,150000-200000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
30-40,Private,>300000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,Black,Male,30-40,<=50K
50-60,Private,150000-200000,HS-grad,9-10,Divorced,Protective-serv,Own-child,White,Male,30-40,<=50K
40-50,Private,150000-200000,HS-grad,9-10,Divorced,Sales,Not-in-family,White,Female,40-50,<=50K
30-40,Private,<100000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,50-60,<=50K
30-40,Private,200000-250000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
40-50,?,<100000,Some-college,10-11,Married-AF-spouse,?,Wife,White,Female,<20,<=50K
40-50,Private,150000-200000,Some-college,10-11,Separated,Craft-repair,Unmarried,White,Female,50-60,<=50K
30-40,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
20-30,Private,250000-300000,Some-college,10-11,Never-married,Adm-clerical,Own-child,White,Male,30-40,<=50K
50-60,Private,150000-200000,12th,<9,Separated,Machine-op-inspct,Unmarried,Black,Male,40-50,<=50K
30-40,Private,150000-200000,Bachelors,>12,Never-married,Sales,Own-child,White,Male,40-50,<=50K
30-40,Private,100000-150000,Assoc-voc,11-12,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
>70,Local-gov,<100000,HS-grad,9-10,Married-civ-spouse,Other-service,Husband,White,Male,40-50,<=50K
50-60,Private,<100000,HS-grad,9-10,Never-married,Adm-clerical,Not-in-family,White,Male,40-50,<=50K
30-40,Private,200000-250000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
50-60,Local-gov,100000-150000,Assoc-voc,11-12,Widowed,Adm-clerical,Not-in-family,White,Female,40-50,<=50K
20-30,Self-emp-inc,100000-150000,9th,<9,Never-married,Craft-repair,Unmarried,White,Male,40-50,<=50K
30-40,State-gov,200000-250000,Some-college,10-11,Separated,Prof-specialty,Unmarried,White,Female,30-40,<=50K
20-30,Private,<100000,Assoc-acdm,>12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40-50,<=50K
50-60,Local-gov,<100000,Masters,>12,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40-50,<=50K
50-60,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40-50,<=50K
40-50,Self-emp-inc,150000-200000,Masters,>12,Never-married,Exec-managerial,Not-in-family,White,Male,50-60,>50K
20-30,Private,150000-200000,Masters,>12,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40-50,<=50K
40-50,Self-emp-not-inc,<100000,Prof-school,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
30-40,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40-50,>50K
50-60,Private,<100000,Some-college,10-11,Married-civ-spouse,Transport-moving,Husband,White,Male,50-60,<=50K
30-40,State-gov,200000-250000,Bachelors,>12,Married-civ-spouse,Protective-serv,Husband,White,Male,40-50,<=50K
30-40,Local-gov,150000-200000,Some-college,10-11,Never-married,Protective-serv,Not-in-family,White,Male,50-60,<=50K
40-50,Private,>300000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,<=50K
30-40,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,White,Male,50-60,<=50K
20-30,Self-emp-inc,150000-200000,HS-grad,9-10,Never-married,Machine-op-inspct,Not-in-family,White,Male,>60,<=50K
40-50,Private,100000-150000,Some-college,10-11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40-50,>50K
20-30,Private,>300000,11th,<9,Separated,Other-service,Unmarried,Black,Male,40-50,<=50K
40-50,Local-gov,100000-150000,Masters,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,>60,>50K
20-30,Private,200000-250000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
30-40,Private,150000-200000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
60-70,Self-emp-not-inc,100000-150000,HS-grad,9-10,Never-married,Sales,Not-in-family,White,Male,20-30,>50K
50-60,Private,150000-200000,Some-college,10-11,Divorced,Tech-support,Not-in-family,White,Female,30-40,<=50K
20-30,Private,200000-250000,Assoc-voc,11-12,Never-married,Exec-managerial,Not-in-family,White,Male,50-60,<=50K
20-30,Private,<100000,Some-college,10-11,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
50-60,Private,200000-250000,Masters,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
50-60,Private,150000-200000,7th-8th,<9,Divorced,Adm-clerical,Not-in-family,White,Female,40-50,<=50K
20-30,Private,150000-200000,HS-grad,9-10,Never-married,Transport-moving,Unmarried,White,Male,40-50,<=50K
30-40,Private,<100000,Some-college,10-11,Married-civ-spouse,Sales,Wife,White,Female,40-50,<=50K
30-40,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
<20,Private,150000-200000,HS-grad,9-10,Never-married,Transport-moving,Own-child,White,Male,30-40,<=50K
20-30,Private,150000-200000,Some-college,10-11,Never-married,Craft-repair,Own-child,White,Male,40-50,<=50K
50-60,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,>60,>50K
30-40,Private,>300000,Assoc-acdm,>12,Divorced,Adm-clerical,Unmarried,Black,Female,40-50,<=50K
20-30,State-gov,200000-250000,Some-college,10-11,Never-married,Prof-specialty,Own-child,White,Male,40-50,<=50K
20-30,Private,100000-150000,Some-college,10-11,Never-married,Adm-clerical,Own-child,White,Female,40-50,<=50K
20-30,Private,250000-300000,HS-grad,9-10,Never-married,Other-service,Not-in-family,White,Male,40-50,<=50K
30-40,State-gov,150000-200000,Assoc-voc,11-12,Divorced,Protective-serv,Not-in-family,White,Male,40-50,<=50K
40-50,Private,100000-150000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
50-60,Local-gov,200000-250000,HS-grad,9-10,Never-married,Other-service,Not-in-family,Black,Male,40-50,<=50K
30-40,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
30-40,Private,<100000,HS-grad,9-10,Separated,Other-service,Other-relative,Black,Female,40-50,<=50K
30-40,Private,150000-200000,Masters,>12,Married-civ-spouse,Prof-specialty,Wife,White,Female,40-50,>50K
30-40,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40-50,<=50K
30-40,Private,>300000,Some-college,10-11,Never-married,Adm-clerical,Not-in-family,White,Male,40-50,<=50K
30-40,Private,150000-200000,HS-grad,9-10,Never-married,Craft-repair,Own-child,White,Male,30-40,<=50K
40-50,Private,150000-200000,Bachelors,>12,Never-married,Sales,Other-relative,White,Female,40-50,<=50K
30-40,Private,200000-250000,Assoc-voc,11-12,Married-civ-spouse,Tech-support,Husband,White,Male,40-50,<=50K
<20,Private,250000-300000,12th,<9,Never-married,Sales,Other-relative,White,Female,<20,<=50K
50-60,Private,100000-150000,HS-grad,9-10,Divorced,Sales,Unmarried,White,Male,<20,<=50K
30-40,State-gov,250000-300000,Bachelors,>12,Separated,Exec-managerial,Unmarried,Black,Female,30-40,<=50K
30-40,Private,150000-200000,Some-college,10-11,Never-married,Handlers-cleaners,Unmarried,Black,Female,40-50,<=50K
40-50,Private,100000-150000,Some-college,10-11,Married-civ-spouse,Craft-repair,Husband,White,Male,30-40,>50K
<20,?,150000-200000,10th,<9,Never-married,?,Own-child,Black,Male,<20,<=50K
20-30,Private,250000-300000,5th-6th,<9,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
20-30,?,>300000,Some-college,10-11,Never-married,?,Own-child,White,Male,30-40,<=50K
30-40,Private,250000-300000,Prof-school,>12,Never-married,Prof-specialty,Not-in-family,White,Female,40-50,<=50K
60-70,?,100000-150000,Masters,>12,Married-civ-spouse,?,Husband,White,Male,40-50,>50K
20-30,Private,>300000,Some-college,10-11,Married-civ-spouse,Protective-serv,Husband,White,Male,40-50,<=50K
40-50,Self-emp-inc,200000-250000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50-60,>50K
<20,Private,<100000,HS-grad,9-10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,20-30,<=50K
40-50,State-gov,>300000,HS-grad,9-10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40-50,>50K
40-50,Local-gov,200000-250000,HS-grad,9-10,Divorced,Transport-moving,Not-in-family,White,Male,40-50,<=50K
60-70,Private,150000-200000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,30-40,>50K
40-50,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,50-60,<=50K
20-30,Private,150000-200000,HS-grad,9-10,Never-married,Adm-clerical,Not-in-family,Black,Male,40-50,<=50K
50-60,Private,200000-250000,Some-college,10-11,Married-civ-spouse,Transport-moving,Husband,White,Male,>60,>50K
20-30,Private,150000-200000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
20-30,Private,100000-150000,HS-grad,9-10,Never-married,Transport-moving,Not-in-family,White,Male,40-50,<=50K
50-60,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
20-30,Private,100000-150000,HS-grad,9-10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40-50,<=50K
40-50,Private,>300000,1st-4th,<9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40-50,<=50K
20-30,Private,>300000,HS-grad,9-10,Never-married,Tech-support,Not-in-family,White,Male,>60,<=50K
30-40,?,100000-150000,HS-grad,9-10,Never-married,?,Own-child,Asian-Pac-Islander,Male,20-30,<=50K
40-50,Self-emp-not-inc,>300000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,>60,>50K
<20,Private,100000-150000,Some-college,10-11,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40-50,<=50K
20-30,Private,<100000,Some-college,10-11,Never-married,Tech-support,Not-in-family,White,Female,40-50,<=50K
50-60,Private,100000-150000,HS-grad,9-10,Divorced,Handlers-cleaners,Unmarried,White,Male,40-50,<=50K
40-50,Private,200000-250000,9th,<9,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
40-50,Private,150000-200000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
50-60,Local-gov,<100000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
30-40,Private,250000-300000,Assoc-voc,11-12,Married-civ-spouse,Tech-support,Husband,White,Male,50-60,<=50K
30-40,Private,200000-250000,HS-grad,9-10,Divorced,Other-service,Unmarried,White,Female,30-40,<=50K
30-40,Private,200000-250000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,50-60,>50K
<20,Private,150000-200000,11th,<9,Never-married,Adm-clerical,Own-child,White,Male,<20,<=50K
30-40,Private,100000-150000,Assoc-acdm,>12,Married-civ-spouse,Prof-specialty,Wife,White,Female,40-50,>50K
50-60,Private,150000-200000,Bachelors,>12,Divorced,Adm-clerical,Not-in-family,White,Female,40-50,<=50K
20-30,Self-emp-not-inc,>300000,HS-grad,9-10,Never-married,Sales,Own-child,White,Male,40-50,<=50K
30-40,Self-emp-not-inc,150000-200000,10th,<9,Married-spouse-absent,Craft-repair,Own-child,White,Male,<20,<=50K
30-40,Local-gov,>300000,HS-grad,9-10,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40-50,<=50K
30-40,Private,>300000,HS-grad,9-10,Never-married,Transport-moving,Not-in-family,Black,Male,40-50,<=50K
50-60,Self-emp-not-inc,200000-250000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,30-40,<=50K
30-40,Self-emp-not-inc,100000-150000,Assoc-voc,11-12,Married-civ-spouse,Craft-repair,Husband,White,Male,50-60,<=50K
40-50,Private,<100000,HS-grad,9-10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40-50,<=50K
50-60,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40-50,>50K
60-70,Local-gov,100000-150000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
<20,Private,100000-150000,HS-grad,9-10,Never-married,Exec-managerial,Own-child,White,Female,30-40,<=50K
40-50,Private,<100000,Some-college,10-11,Married-civ-spouse,Tech-support,Husband,White,Male,40-50,>50K
20-30,Private,250000-300000,9th,<9,Never-married,Farming-fishing,Other-relative,White,Male,40-50,<=50K
50-60,Self-emp-inc,150000-200000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,20-30,>50K
40-50,Local-gov,200000-250000,HS-grad,9-10,Married-civ-spouse,Other-service,Husband,Black,Male,40-50,<=50K
20-30,State-gov,<100000,Some-college,10-11,Never-married,Other-service,Own-child,White,Female,<20,<=50K
30-40,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,>60,>50K
30-40,Private,150000-200000,Some-college,10-11,Divorced,Craft-repair,Own-child,White,Male,40-50,<=50K
30-40,Private,<100000,HS-grad,9-10,Never-married,Farming-fishing,Not-in-family,White,Male,>60,<=50K
20-30,Private,100000-150000,Assoc-voc,11-12,Divorced,Adm-clerical,Not-in-family,White,Female,<20,<=50K
30-40,Self-emp-not-inc,150000-200000,HS-grad,9-10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50-60,<=50K
30-40,Private,100000-150000,Bachelors,>12,Never-married,Sales,Not-in-family,White,Female,30-40,>50K
>70,Self-emp-not-inc,150000-200000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,20-30,<=50K
30-40,Self-emp-not-inc,<100000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,White,Male,>60,>50K
50-60,Private,<100000,HS-grad,9-10,Divorced,Sales,Not-in-family,White,Female,40-50,<=50K
30-40,Private,150000-200000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
30-40,Private,100000-150000,Assoc-acdm,>12,Married-civ-spouse,Other-service,Husband,White,Male,30-40,<=50K
30-40,Self-emp-not-inc,200000-250000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,White,Male,>60,<=50K
20-30,Private,150000-200000,Some-college,10-11,Never-married,Sales,Own-child,White,Male,40-50,<=50K
50-60,Private,200000-250000,Some-college,10-11,Married-civ-spouse,Transport-moving,Husband,Other,Male,>60,>50K
40-50,Local-gov,150000-200000,Masters,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
20-30,Private,250000-300000,Bachelors,>12,Never-married,Adm-clerical,Own-child,White,Female,<20,<=50K
50-60,Private,200000-250000,Assoc-voc,11-12,Divorced,Other-service,Not-in-family,White,Female,20-30,<=50K
30-40,Private,<100000,HS-grad,9-10,Divorced,Adm-clerical,Unmarried,Black,Male,40-50,<=50K
30-40,Private,150000-200000,HS-grad,9-10,Never-married,Craft-repair,Not-in-family,White,Male,50-60,<=50K
20-30,Private,200000-250000,Bachelors,>12,Never-married,Exec-managerial,Not-in-family,White,Male,30-40,<=50K
50-60,Self-emp-not-inc,150000-200000,Masters,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,30-40,>50K
40-50,Private,<100000,Prof-school,>12,Divorced,Prof-specialty,Unmarried,White,Female,40-50,<=50K
40-50,Private,200000-250000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,50-60,>50K
30-40,Private,<100000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,White,Male,>60,<=50K
40-50,Private,100000-150000,HS-grad,9-10,Divorced,Craft-repair,Unmarried,White,Male,40-50,<=50K
50-60,Private,100000-150000,Some-college,10-11,Divorced,Adm-clerical,Not-in-family,White,Female,40-50,<=50K
30-40,Private,150000-200000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
60-70,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
40-50,Private,150000-200000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50-60,>50K
40-50,Private,150000-200000,7th-8th,<9,Separated,Machine-op-inspct,Unmarried,Black,Female,40-50,<=50K
40-50,Private,250000-300000,Bachelors,>12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50-60,>50K
20-30,Private,>300000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,>60,<=50K
50-60,Private,>300000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,30-40,>50K
20-30,Private,>300000,HS-grad,9-10,Never-married,Other-service,Not-in-family,Black,Female,30-40,<=50K
30-40,Private,200000-250000,Some-college,10-11,Married-civ-spouse,Exec-managerial,Wife,White,Female,50-60,<=50K
<20,Private,150000-200000,Some-college,10-11,Never-married,Handlers-cleaners,Own-child,White,Male,40-50,<=50K
50-60,Private,<100000,HS-grad,9-10,Widowed,Tech-support,Not-in-family,White,Male,30-40,>50K
40-50,Private,150000-200000,9th,<9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,50-60,>50K
<20,Private,150000-200000,9th,<9,Never-married,Sales,Not-in-family,White,Female,30-40,<=50K
